stage,day in stage,trial,A1o,A1c,A2o,A2c,A3o,A3c,A4o,A4c,action,reward
3,3,13.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,3,14.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,3,15.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,3,16.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,3,17.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,3,18.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,3,19.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,3,20.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,3,21.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,3,22.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,3,23.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,3,24.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,3,25.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,3,26.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,3,27.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,3,28.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,3,29.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,3,30.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,3,31.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
3,3,32.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,3,33.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,3,34.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,3,35.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,3,36.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,3,37.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,3,38.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,3,39.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,3,40.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,3,41.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
3,3,42.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,3,43.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,3,44.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,3,45.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,3,46.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,3,47.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,3,48.0,-1,-1,1,1,-1,-1,0,0,4.0,0.0
3,3,49.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,3,50.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,3,51.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,3,52.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,3,53.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,3,54.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,3,55.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,3,56.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,3,57.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,3,58.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,3,59.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,3,60.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,3,61.0,1,0,-1,-1,0,1,-1,-1,3.0,1.0
3,3,62.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,3,63.0,-1,-1,1,1,0,0,-1,-1,,
3,3,64.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,3,65.0,-1,-1,1,0,0,1,-1,-1,,
3,3,66.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,3,67.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,3,68.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,3,69.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,3,70.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,3,71.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,3,72.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,3,73.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
3,3,74.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,3,75.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,3,76.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,3,77.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,3,78.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,3,79.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,3,80.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,3,81.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,3,82.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,3,83.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,3,84.0,-1,-1,1,0,0,1,-1,-1,,
3,3,85.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,3,86.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,3,87.0,1,1,-1,-1,0,0,-1,-1,,
3,3,88.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,3,89.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,3,90.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,3,91.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,3,92.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,3,93.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,3,94.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,3,95.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,3,96.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,3,97.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,3,98.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,3,99.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,3,100.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,3,101.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,3,102.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,3,103.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,3,104.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,3,105.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,4,1.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,4,2.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,4,3.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,4,4.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,4,5.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,4,6.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,4,7.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,4,8.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,4,9.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,4,10.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,4,11.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
3,4,12.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,4,13.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,4,14.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,4,15.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,4,16.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,4,17.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,4,18.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,4,19.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,4,20.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,4,21.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,4,22.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,4,23.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,4,24.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,4,25.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,4,26.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,4,27.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,4,28.0,0,1,1,0,-1,-1,-1,-1,,
3,4,29.0,0,1,-1,-1,1,0,-1,-1,,
3,4,30.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,4,31.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,4,32.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,4,33.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,4,34.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,4,35.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,4,36.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
3,4,37.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,4,38.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,4,39.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,4,40.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,4,41.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,4,42.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,4,43.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,4,44.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,4,45.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,4,46.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,4,47.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,4,48.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,4,49.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,4,50.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,4,51.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,4,52.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,4,53.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,4,54.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,4,55.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,4,56.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,4,57.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,4,58.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,4,59.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,4,60.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,4,61.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,4,62.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,4,63.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,4,64.0,1,0,0,1,-1,-1,-1,-1,2.0,1.0
3,4,65.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,4,66.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,4,67.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,4,68.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,4,69.0,1,0,-1,-1,0,1,-1,-1,,
3,4,70.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,4,71.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,4,72.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,4,73.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,4,74.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,4,75.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,4,76.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,4,77.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,4,78.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,4,79.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,4,80.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,4,81.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,4,82.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,4,83.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,4,84.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,4,85.0,0,1,-1,-1,1,0,-1,-1,,
3,4,86.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,4,87.0,1,0,-1,-1,-1,-1,0,1,,
3,4,88.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,4,89.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,4,90.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
3,4,91.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,4,92.0,1,1,-1,-1,-1,-1,0,0,4.0,0.0
3,4,93.0,-1,-1,-1,-1,0,1,1,0,,
3,4,94.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,4,95.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,4,96.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,4,97.0,1,0,0,1,-1,-1,-1,-1,2.0,1.0
3,4,98.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,4,99.0,-1,-1,1,1,0,0,-1,-1,,
3,4,100.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,4,101.0,-1,-1,1,1,0,0,-1,-1,,
3,4,102.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,4,103.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,4,104.0,-1,-1,1,0,0,1,-1,-1,,
3,4,105.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,4,106.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,4,107.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,4,108.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,4,109.0,-1,-1,1,1,-1,-1,0,0,4.0,0.0
3,5,1.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,5,2.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,5,3.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,5,4.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,5,5.0,-1,-1,-1,-1,1,0,0,1,,
3,5,6.0,1,0,0,1,-1,-1,-1,-1,,
3,5,7.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,5,8.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,5,9.0,-1,-1,-1,-1,1,0,0,1,,
3,5,10.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,5,11.0,0,1,-1,-1,1,0,-1,-1,,
3,5,12.0,-1,-1,0,1,1,0,-1,-1,,
3,5,13.0,-1,-1,1,1,0,0,-1,-1,,
3,5,14.0,0,0,-1,-1,1,1,-1,-1,,
3,5,15.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,5,16.0,-1,-1,0,0,1,1,-1,-1,,
3,5,17.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,5,18.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,5,19.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,5,20.0,0,1,1,0,-1,-1,-1,-1,,
3,5,21.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,5,22.0,0,1,-1,-1,-1,-1,1,0,,
3,5,23.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,5,24.0,-1,-1,0,1,-1,-1,1,0,,
3,5,25.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,5,26.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,5,27.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,5,28.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,5,29.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,5,30.0,0,1,1,0,-1,-1,-1,-1,,
3,5,31.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,5,32.0,-1,-1,1,0,0,1,-1,-1,,
3,5,33.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,5,34.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,5,35.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,5,36.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,5,37.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,5,38.0,-1,-1,-1,-1,1,0,0,1,,
3,5,39.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,5,40.0,-1,-1,0,0,1,1,-1,-1,2.0,0.0
3,5,41.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,5,42.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,5,43.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,5,44.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,5,45.0,-1,-1,1,1,0,0,-1,-1,,
3,5,46.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,5,47.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,5,48.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,5,49.0,-1,-1,0,1,1,0,-1,-1,,
3,5,50.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,5,51.0,-1,-1,1,1,-1,-1,0,0,,
3,5,52.0,-1,-1,0,0,-1,-1,1,1,,
3,5,53.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,5,54.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,5,55.0,0,0,1,1,-1,-1,-1,-1,,
3,5,56.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,5,57.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,5,58.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,5,59.0,0,0,1,1,-1,-1,-1,-1,,
3,5,60.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,5,61.0,-1,-1,0,0,-1,-1,1,1,,
3,5,62.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,5,63.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,5,64.0,0,1,-1,-1,-1,-1,1,0,,
3,5,65.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,5,66.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,5,67.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,5,68.0,-1,-1,-1,-1,1,1,0,0,,
3,5,69.0,-1,-1,-1,-1,1,1,0,0,,
3,5,70.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,5,71.0,1,0,-1,-1,-1,-1,0,1,,
3,5,72.0,-1,-1,-1,-1,1,0,0,1,,
3,5,73.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,5,74.0,0,0,-1,-1,1,1,-1,-1,,
3,5,75.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,5,76.0,0,1,-1,-1,1,0,-1,-1,,
3,5,77.0,-1,-1,0,1,-1,-1,1,0,,
3,5,78.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,5,79.0,-1,-1,-1,-1,1,0,0,1,,
3,5,80.0,-1,-1,0,0,1,1,-1,-1,,
3,5,81.0,1,1,-1,-1,-1,-1,0,0,,
3,5,82.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,6,1.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,6,2.0,0,0,-1,-1,1,1,-1,-1,,
3,6,3.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,6,4.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,6,5.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,6,6.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
3,6,7.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,6,8.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
3,6,9.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,6,10.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,6,11.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,6,12.0,1,0,0,1,-1,-1,-1,-1,,
3,6,13.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,6,14.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
3,6,15.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,6,16.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
3,6,17.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,6,18.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,6,19.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,6,20.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,6,21.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,6,22.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,6,23.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,6,24.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,6,25.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,6,26.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,6,27.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,6,28.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,6,29.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,6,30.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,6,31.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,6,32.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,6,33.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,6,34.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,6,35.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,6,36.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,6,37.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,6,38.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,6,39.0,0,0,-1,-1,1,1,-1,-1,,
3,6,40.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,6,41.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,6,42.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,6,43.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,6,44.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,6,45.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,6,46.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,6,47.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,6,48.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,6,49.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,6,50.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,6,51.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,6,52.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,6,53.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,6,54.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,6,55.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,6,56.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,6,57.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,6,58.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,6,59.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,6,60.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,6,61.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,6,62.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,6,63.0,1,1,0,0,-1,-1,-1,-1,2.0,0.0
3,6,64.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,6,65.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,6,66.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,6,67.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,6,68.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,6,69.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,6,70.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,6,71.0,-1,-1,1,1,-1,-1,0,0,4.0,0.0
3,6,72.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,6,73.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,6,74.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,6,75.0,1,0,0,1,-1,-1,-1,-1,2.0,1.0
3,6,76.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,6,77.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
3,6,78.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,6,79.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,6,80.0,-1,-1,0,0,-1,-1,1,1,2.0,0.0
3,6,81.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,6,82.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,6,83.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,6,84.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,6,85.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,6,86.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,6,87.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,6,88.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,6,89.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,6,90.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,6,91.0,1,1,-1,-1,-1,-1,0,0,4.0,0.0
3,6,92.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
3,6,93.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,6,94.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,6,95.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,6,96.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,6,97.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
3,6,98.0,-1,-1,-1,-1,1,1,0,0,,
3,6,99.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,6,100.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,6,101.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,6,102.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,6,103.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,6,104.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,7,1.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,7,2.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,7,3.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,7,4.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,7,5.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
3,7,6.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,7,7.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
